İlan_Numarası,İlan_Güncelleme_Tarihi,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,İlan_Oluşturma_Tarihi,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus
1192,12 Ocak 2022 ,Satılık ,72,5-10 ,5,Kiracı Oturuyor ,Bilinmiyor ,Var,1 ,12 Ocak 2022 ,Konut ,60,1+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2500000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
1191,12 Ocak 2022 ,Satılık ,90,21 Ve Üzeri ,5,Boş ,Bilinmiyor ,Yok,1 ,12 Ocak 2022 ,Konut ,85,2+1 ,3. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,845000,İstanbul , Beşiktaş , Bebek Mahallesi ,Avrupa Yakası,0.911,178.938
1082,11 Ocak 2022 ,Satılık ,85,0 (Yeni) ,6,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,11 Ocak 2022 ,Konut ,70,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2100000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
1022,03 Şubat 2022 ,Satılık ,400,21 Ve Üzeri ,3,Boş ,Bilinmiyor ,Yok,2 ,09 Ocak 2022 ,Konut ,350,7+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,32500000,İstanbul , Beşiktaş , Ulus Mahallesi ,Avrupa Yakası,0.911,178.938
1020,03 Şubat 2022 ,Satılık ,320,21 Ve Üzeri ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,09 Ocak 2022 ,Konut ,300,4+2 ,5. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,12000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
1019,03 Şubat 2022 ,Satılık ,276,5-10 ,13,Boş ,Bilinmiyor ,Yok,2 ,09 Ocak 2022 ,Konut ,220,3+1 ,9. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,37500000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
1021,03 Şubat 2022 ,Satılık ,280,5-10 ,30,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,09 Ocak 2022 ,Konut ,240,2+1 ,30-40. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,8500000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
1013,09 Ocak 2022 ,Satılık ,212,0 (Yeni) ,4,Boş ,Bilinmiyor ,Yok,3 ,09 Ocak 2022 ,Konut ,178,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,18200000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
1012,09 Ocak 2022 ,Satılık ,420,2 ,5,Boş ,Bilinmiyor ,Yok,4 ,09 Ocak 2022 ,Konut ,350,4+2 ,Bahçe Katı ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,32900000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
1016,09 Ocak 2022 ,Satılık ,400,11-15 ,30,Boş ,Bilinmiyor ,Yok,5 ,09 Ocak 2022 ,Konut ,350,5+1 ,30-40. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,35000000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
1015,09 Ocak 2022 ,Satılık ,143,2 ,5,Boş ,Bilinmiyor ,Yok,2 ,09 Ocak 2022 ,Konut ,106,2+1 ,4. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,10500000,İstanbul , Beşiktaş , Akat Mahallesi ,Avrupa Yakası,0.911,178.938
1014,21 Ocak 2022 ,Satılık ,240,16-20 ,7,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,09 Ocak 2022 ,Konut ,200,3.5+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,11000000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
947,07 Ocak 2022 ,Satılık ,600,21 Ve Üzeri ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,5 ,07 Ocak 2022 ,Konut ,550,8+ Oda ,Düz Giriş ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,13000000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
944,07 Ocak 2022 ,Satılık ,85,21 Ve Üzeri ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,07 Ocak 2022 ,Konut ,75,2+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1100000,İstanbul , Beşiktaş , Kültür Mahallesi ,Avrupa Yakası,0.911,178.938
916,06 Ocak 2022 ,Satılık ,100,21 Ve Üzeri ,5,Boş ,Bilinmiyor ,Yok,1 ,06 Ocak 2022 ,Konut ,95,3+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1250000,İstanbul , Beşiktaş , Bebek Mahallesi ,Avrupa Yakası,0.911,178.938
830,03 Ocak 2022 ,Satılık ,240,16-20 ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,03 Ocak 2022 ,Konut ,220,4+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,21000000,İstanbul , Beşiktaş , Mecidiye Mahallesi ,Avrupa Yakası,0.911,178.938
819,24 Ocak 2022 ,Satılık ,90,0 (Yeni) ,5,Boş ,Bilinmiyor ,Yok,1 ,03 Ocak 2022 ,Konut ,85,2+1 ,Kot 1 (-1). Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1580000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
800,01 Ocak 2022 ,Satılık ,320,16-20 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,01 Ocak 2022 ,Konut ,270,6+1 ,4. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,10950000,İstanbul , Beşiktaş , Türkali Mahallesi ,Avrupa Yakası,0.911,178.938
787,31 Aralık 2021 ,Satılık ,120,0 (Yeni) ,5,Boş ,Bilinmiyor ,Yok,1 ,31 Aralık 2021 ,Konut ,110,3+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1700000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
788,31 Aralık 2021 ,Satılık ,130,21 Ve Üzeri ,5,Boş ,Bilinmiyor ,Yok,2 ,31 Aralık 2021 ,Konut ,120,3+1 ,Bahçe Katı ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,2500000,İstanbul , Beşiktaş , Muradiye Mahallesi ,Avrupa Yakası,0.911,178.938
785,03 Ocak 2022 ,Satılık ,125,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Var,1 ,31 Aralık 2021 ,Konut ,110,3+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1500000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
786,13 Ocak 2022 ,Satılık ,95,21 Ve Üzeri ,6,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,31 Aralık 2021 ,Konut ,90,3+1 ,Kot 1 (-1). Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1100000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
777,30 Aralık 2021 ,Satılık ,90,21 Ve Üzeri ,4,Boş ,Bilinmiyor ,Var,1 ,30 Aralık 2021 ,Konut ,70,1+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1990000,İstanbul , Beşiktaş , Türkali Mahallesi ,Avrupa Yakası,0.911,178.938
774,30 Aralık 2021 ,Satılık ,135,21 Ve Üzeri ,5,Boş ,Bilinmiyor ,Yok,2 ,30 Aralık 2021 ,Konut ,125,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2000000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
755,30 Aralık 2021 ,Satılık ,260,0 (Yeni) ,6,Boş ,Bilinmiyor ,Var,3 ,30 Aralık 2021 ,Konut ,220,4.5+1 ,4. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,34000000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
756,30 Aralık 2021 ,Satılık ,100,16-20 ,6,Boş ,Bilinmiyor ,Yok,1 ,30 Aralık 2021 ,Konut ,90,1+1 ,Bahçe Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,9500000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
687,28 Aralık 2021 ,Satılık ,350,5-10 ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,4 ,28 Aralık 2021 ,Konut ,300,5+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,25000000,İstanbul , Beşiktaş , Abbasağa Mahallesi ,Avrupa Yakası,0.911,178.938
686,02 Ocak 2022 ,Satılık ,210,21 Ve Üzeri ,3,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,28 Aralık 2021 ,Konut ,165,6+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,7500000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
680,02 Ocak 2022 ,Satılık ,150,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,27 Aralık 2021 ,Konut ,140,2+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,4700000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
617,26 Aralık 2021 ,Satılık ,110,21 Ve Üzeri ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,26 Aralık 2021 ,Konut ,90,2+1 ,Çatı Katı ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,1050000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
568,23 Aralık 2021 ,Satılık ,195,11-15 ,30,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,4 ,23 Aralık 2021 ,Konut ,155,3.5+1 ,21. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,19000000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
566,24 Aralık 2021 ,Satılık ,140,0 (Yeni) ,6,Boş ,Bilinmiyor ,Yok,1 ,23 Aralık 2021 ,Konut ,120,3+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,8500000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
567,24 Aralık 2021 ,Satılık ,200,0 (Yeni) ,6,Boş ,Bilinmiyor ,Yok,1 ,23 Aralık 2021 ,Konut ,180,4+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,9100000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
569,08 Şubat 2022 ,Satılık ,240,5-10 ,6,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,23 Aralık 2021 ,Konut ,160,3+2 ,Çatı Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,10500000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
524,16 Ocak 2022 ,Satılık ,70,21 Ve Üzeri ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,21 Aralık 2021 ,Konut ,60,1+1 ,Kot 1 (-1). Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,825000,İstanbul , Beşiktaş , Nisbetiye Mahallesi ,Avrupa Yakası,0.911,178.938
507,20 Aralık 2021 ,Satılık ,320,16-20 ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,20 Aralık 2021 ,Konut ,300,4.5+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,33800000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
486,18 Aralık 2021 ,Satılık ,120,21 Ve Üzeri ,5,Boş ,Yatırıma Uygun ,Var,Var ,18 Aralık 2021 ,Konut ,110,2+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2750000,İstanbul , Beşiktaş , Bebek Mahallesi ,Avrupa Yakası,0.911,178.938
433,17 Aralık 2021 ,Satılık ,200,0 (Yeni) ,5,Boş ,Bilinmiyor ,Yok,2 ,15 Aralık 2021 ,Konut ,170,4+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,11000000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
434,15 Aralık 2021 ,Satılık ,100,21 Ve Üzeri ,2,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,15 Aralık 2021 ,Konut ,90,2+1 ,2. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,4100000,İstanbul , Beşiktaş , Arnavutköy Mahallesi ,Avrupa Yakası,0.911,178.938
425,04 Şubat 2022 ,Satılık ,150,21 Ve Üzeri ,2,Kiracı Oturuyor ,Bilinmiyor ,Var,2 ,14 Aralık 2021 ,Konut ,140,2+2 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2750000,İstanbul , Beşiktaş , Arnavutköy Mahallesi ,Avrupa Yakası,0.911,178.938
423,14 Aralık 2021 ,Satılık ,150,21 Ve Üzeri ,2,Boş ,Bilinmiyor ,Yok,1 ,14 Aralık 2021 ,Konut ,140,3+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2200000,İstanbul , Beşiktaş , Gayrettepe Mahallesi ,Avrupa Yakası,0.911,178.938
424,03 Şubat 2022 ,Satılık ,180,21 Ve Üzeri ,4,Boş ,Bilinmiyor ,Var,3 ,14 Aralık 2021 ,Konut ,170,8+ Oda ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,4950000,İstanbul , Beşiktaş , Arnavutköy Mahallesi ,Avrupa Yakası,0.911,178.938
391,09 Aralık 2021 ,Satılık ,360,11-15 ,5,Boş ,Bilinmiyor ,Yok,3 ,09 Aralık 2021 ,Konut ,290,5+1 ,Bahçe Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,24000000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
389,01 Şubat 2022 ,Satılık ,96,11-15 ,30,Boş ,Bilinmiyor ,Yok,1 ,09 Aralık 2021 ,Konut ,76,1+1 ,8. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,4200000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
390,08 Şubat 2022 ,Satılık ,550,4 ,18,Kiracı Oturuyor ,Bilinmiyor ,Yok,6+ ,09 Aralık 2021 ,Konut ,500,6+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,120000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
377,17 Aralık 2021 ,Satılık ,330,21 Ve Üzeri ,3,Kiracı Oturuyor ,Bilinmiyor ,Yok,3 ,09 Aralık 2021 ,Konut ,320,5+1 ,Düz Giriş ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,10200000,İstanbul , Beşiktaş , Sinanpaşa Mahallesi ,Avrupa Yakası,0.911,178.938
361,05 Aralık 2021 ,Satılık ,115,21 Ve Üzeri ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,05 Aralık 2021 ,Konut ,100,2+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,3650000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
360,05 Aralık 2021 ,Satılık ,100,21 Ve Üzeri ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,05 Aralık 2021 ,Konut ,90,3+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1750000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
357,17 Aralık 2021 ,Satılık ,380,11-15 ,27,Boş ,Bilinmiyor ,Var,3 ,05 Aralık 2021 ,Konut ,302,4+1 ,23. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,14000000,İstanbul , Beşiktaş , Türkali Mahallesi ,Avrupa Yakası,0.911,178.938
359,03 Ocak 2022 ,Satılık ,100,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,05 Aralık 2021 ,Konut ,90,2+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1100000,İstanbul , Beşiktaş , Ulus Mahallesi ,Avrupa Yakası,0.911,178.938
355,03 Aralık 2021 ,Satılık ,450,5-10 ,5,Boş ,Bilinmiyor ,Yok,4 ,03 Aralık 2021 ,Konut ,400,5+1 ,5. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,36000000,İstanbul , Beşiktaş , Ulus Mahallesi ,Avrupa Yakası,0.911,178.938
354,13 Aralık 2021 ,Satılık ,550,11-15 ,3,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,6+ ,03 Aralık 2021 ,Konut ,500,6+2 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,45500000,İstanbul , Beşiktaş , Gayrettepe Mahallesi ,Avrupa Yakası,0.911,178.938
347,01 Aralık 2021 ,Satılık ,250,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,01 Aralık 2021 ,Konut ,230,4+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,35000000,İstanbul , Beşiktaş , Etiler Mahallesi ,Avrupa Yakası,0.911,178.938
346,13 Aralık 2021 ,Satılık ,210,11-15 ,6,Boş ,Bilinmiyor ,Yok,2 ,01 Aralık 2021 ,Konut ,190,3+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,18000000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
343,23 Aralık 2021 ,Satılık ,160,4 ,4,Boş ,Bilinmiyor ,Yok,3 ,01 Aralık 2021 ,Konut ,125,3.5+1 ,2. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,11000000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
339,01 Aralık 2021 ,Satılık ,200,21 Ve Üzeri ,1,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,01 Aralık 2021 ,Konut ,180,3+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,17500000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
344,23 Aralık 2021 ,Satılık ,110,5-10 ,4,Boş ,Bilinmiyor ,Yok,1 ,01 Aralık 2021 ,Konut ,85,2.5+1 ,2. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,8000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
342,01 Aralık 2021 ,Satılık ,140,21 Ve Üzeri ,4,Boş ,Bilinmiyor ,Yok,2 ,01 Aralık 2021 ,Konut ,120,2+1 ,1. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,8500000,İstanbul , Beşiktaş , Ulus Mahallesi ,Avrupa Yakası,0.911,178.938
321,29 Kasım 2021 ,Satılık ,90,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,29 Kasım 2021 ,Konut ,80,2+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,895000,İstanbul , Beşiktaş , Abbasağa Mahallesi ,Avrupa Yakası,0.911,178.938
322,01 Aralık 2021 ,Satılık ,90,21 Ve Üzeri ,6,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,29 Kasım 2021 ,Konut ,80,2+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1200000,İstanbul , Beşiktaş , Abbasağa Mahallesi ,Avrupa Yakası,0.911,178.938
323,31 Ocak 2022 ,Satılık ,135,21 Ve Üzeri ,5,Boş ,Bilinmiyor ,Yok,1 ,29 Kasım 2021 ,Konut ,120,2.5+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1850000,İstanbul , Beşiktaş , Bebek Mahallesi ,Avrupa Yakası,0.911,178.938
311,27 Kasım 2021 ,Satılık ,225,5-10 ,6,Kiracı Oturuyor ,Bilinmiyor ,Yok,4 ,27 Kasım 2021 ,Konut ,205,4+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,28000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
312,27 Kasım 2021 ,Satılık ,77,5-10 ,14,Boş ,Bilinmiyor ,Yok,1 ,27 Kasım 2021 ,Konut ,58,Stüdyo ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,6000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
308,26 Ocak 2022 ,Satılık ,130,21 Ve Üzeri ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,27 Kasım 2021 ,Konut ,110,3+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,3100000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
304,30 Kasım 2021 ,Satılık ,105,0 (Yeni) ,6,Boş ,Bilinmiyor ,Yok,1 ,26 Kasım 2021 ,Konut ,90,3+1 ,2. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,3000000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
303,13 Aralık 2021 ,Satılık ,210,4 ,9,Kiracı Oturuyor ,Bilinmiyor ,Yok,3 ,25 Kasım 2021 ,Konut ,165,3+1 ,8. Kat ,Isıtma Yok ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,14350000,İstanbul , Beşiktaş , Levent Mahallesi ,Avrupa Yakası,0.911,178.938
286,23 Kasım 2021 ,Satılık ,750,5-10 ,14,Kiracı Oturuyor ,Bilinmiyor ,Yok,6+ ,23 Kasım 2021 ,Konut ,732,8+ Oda ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,54500000,İstanbul , Beşiktaş , Mecidiye Mahallesi ,Avrupa Yakası,0.911,178.938
280,17 Aralık 2021 ,Satılık ,90,5-10 ,15,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,22 Kasım 2021 ,Konut ,80,1+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,4250000,İstanbul , Beşiktaş , Ortaköy Mahallesi ,Avrupa Yakası,0.911,178.938
264,20 Kasım 2021 ,Satılık ,140,21 Ve Üzeri ,5,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,19 Kasım 2021 ,Konut ,125,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1050000,İstanbul , Beşiktaş , Türkali Mahallesi ,Avrupa Yakası,0.911,178.938
263,22 Kasım 2021 ,Satılık ,1100,11-15 ,2,Kiracı Oturuyor ,Bilinmiyor ,Yok,6+ ,19 Kasım 2021 ,Konut ,900,8+ Oda ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,250000000,İstanbul , Beşiktaş , Vişnezade Mahallesi ,Avrupa Yakası,0.911,178.938
254,18 Kasım 2021 ,Satılık ,137,0 (Yeni) ,14,Boş ,Bilinmiyor ,Yok,2 ,18 Kasım 2021 ,Konut ,82,2+1 ,14. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2550000,İstanbul , Beşiktaş , Bebek Mahallesi ,Avrupa Yakası,0.911,178.938
253,30 Aralık 2021 ,Satılık ,145,1 ,5,Boş ,Bilinmiyor ,Yok,2 ,17 Kasım 2021 ,Konut ,120,2+1 ,2. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,10500000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
240,01 Şubat 2022 ,Satılık ,150,21 Ve Üzeri ,3,Boş ,Bilinmiyor ,Yok,1 ,12 Kasım 2021 ,Konut ,135,3+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2200000,İstanbul , Beşiktaş , Levazım Mahallesi ,Avrupa Yakası,0.911,178.938
226,11 Kasım 2021 ,Satılık ,340,4 ,22,Boş ,Bilinmiyor ,Yok,4 ,09 Kasım 2021 ,Konut ,280,3+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,44000000,İstanbul , Beşiktaş , Dikilitaş Mahallesi ,Avrupa Yakası,0.911,178.938
225,09 Kasım 2021 ,Satılık ,190,5-10 ,30,Boş ,Bilinmiyor ,Yok,2 ,09 Kasım 2021 ,Konut ,140,2+1 ,24. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,6400000,İstanbul , Beşiktaş , Ulus Mahallesi ,Avrupa Yakası,0.911,178.938
